  0.393453   0.048553   2.249998	  0.494812   0.044270   2.249995	  0.494812   0.044270   1.999996	  0.393453   0.048553   1.999998	
  0.494812   0.044270   2.249995	  0.596088   0.038293   2.250002	  0.596088   0.038293   2.000002	  0.494812   0.044270   1.999996	
  0.596088   0.038293   2.250002	  0.697232   0.030727   2.249947	  0.697232   0.030727   1.999952	  0.596088   0.038293   2.000002	
  0.697232   0.030727   2.249947	  0.798332   0.021997   2.250134	  0.798332   0.021997   2.000118	  0.697232   0.030727   1.999952	
  0.798332   0.021997   2.250134	  0.899362   0.012671   2.249948	  0.899362   0.012671   1.999954	  0.798332   0.021997   2.000118	
  0.899362   0.012671   2.249948	  1.000000   0.000000   2.250000	  1.000000   0.000000   2.000000	  0.899362   0.012671   1.999954	
  0.000000   0.000000   2.000000	  0.089665   0.037473   2.000015	  0.089665   0.037473   1.750013	  0.000000   0.000000   1.750000	
  0.089665   0.037473   2.000015	  0.190606   0.047309   1.999993	  0.190606   0.047309   1.749994	  0.089665   0.037473   1.750013	
  0.190606   0.047309   1.999993	  0.292015   0.049985   2.000002	  0.292015   0.049985   1.750002	  0.190606   0.047309   1.749994	
  0.292015   0.049985   2.000002	  0.393453   0.048553   1.999998	  0.393453   0.048553   1.749998	  0.292015   0.049985   1.750002	
  0.393453   0.048553   1.999998	  0.494812   0.044270   1.999996	  0.494812   0.044270   1.749996	  0.393453   0.048553   1.749998	
  0.494812   0.044270   1.999996	  0.596088   0.038293   2.000002	  0.596088   0.038293   1.750001	  0.494812   0.044270   1.749996	
  0.596088   0.038293   2.000002	  0.697232   0.030727   1.999952	  0.697232   0.030727   1.749958	  0.596088   0.038293   1.750001	
  0.697232   0.030727   1.999952	  0.798332   0.021997   2.000118	  0.798332   0.021997   1.750103	  0.697232   0.030727   1.749958	
  0.798332   0.021997   2.000118	  0.899362   0.012671   1.999954	  0.899362   0.012671   1.749959	  0.798332   0.021997   1.750103	
  0.899362   0.012671   1.999954	  1.000000   0.000000   2.000000	  1.000000   0.000000   1.750000	  0.899362   0.012671   1.749959	
  0.000000   0.000000   1.750000	  0.089665   0.037473   1.750013	  0.089665   0.037473   1.500011	  0.000000   0.000000   1.500000	
  0.089665   0.037473   1.750013	  0.190606   0.047309   1.749994	  0.190606   0.047309   1.499995	  0.089665   0.037473   1.500011	
  0.190606   0.047309   1.749994	  0.292015   0.049985   1.750002	  0.292015   0.049985   1.500002	  0.190606   0.047309   1.499995	
  0.292015   0.049985   1.750002	  0.393453   0.048553   1.749998	  0.393453   0.048553   1.499998	  0.292015   0.049985   1.500002	
  0.393453   0.048553   1.749998	  0.494812   0.044270   1.749996	  0.494812   0.044270   1.499997	  0.393453   0.048553   1.499998	
  0.494812   0.044270   1.749996	  0.596088   0.038293   1.750001	  0.596088   0.038293   1.500001	  0.494812   0.044270   1.499997	
  0.596088   0.038293   1.750001	  0.697232   0.030727   1.749958	  0.697232   0.030727   1.499964	  0.596088   0.038293   1.500001	
  0.697232   0.030727   1.749958	  0.798332   0.021997   1.750103	  0.798332   0.021997   1.500089	  0.697232   0.030727   1.499964	
  0.798332   0.021997   1.750103	  0.899362   0.012671   1.749959	  0.899362   0.012671   1.499965	  0.798332   0.021997   1.500089	
  0.899362   0.012671   1.749959	  1.000000   0.000000   1.750000	  1.000000   0.000000   1.500000	  0.899362   0.012671   1.499965	
  0.000000   0.000000   1.500000	  0.089665   0.037473   1.500011	  0.089665   0.037473   1.250009	  0.000000   0.000000   1.250000	
  0.089665   0.037473   1.500011	  0.190606   0.047309   1.499995	  0.190606   0.047309   1.249996	  0.089665   0.037473   1.250009	
  0.190606   0.047309   1.499995	  0.292015   0.049985   1.500002	  0.292015   0.049985   1.250001	  0.190606   0.047309   1.249996	
  0.292015   0.049985   1.500002	  0.393453   0.048553   1.499998	  0.393453   0.048553   1.249999	  0.292015   0.049985   1.250001	
  0.393453   0.048553   1.499998	  0.494812   0.044270   1.499997	  0.494812   0.044270   1.249997	  0.393453   0.048553   1.249999	
  0.494812   0.044270   1.499997	  0.596088   0.038293   1.500001	  0.596088   0.038293   1.250001	  0.494812   0.044270   1.249997	
  0.596088   0.038293   1.500001	  0.697232   0.030727   1.499964	  0.697232   0.030727   1.249970	  0.596088   0.038293   1.250001	
  0.697232   0.030727   1.499964	  0.798332   0.021997   1.500089	  0.798332   0.021997   1.250074	  0.697232   0.030727   1.249970	
  0.798332   0.021997   1.500089	  0.899362   0.012671   1.499965	  0.899362   0.012671   1.249971	  0.798332   0.021997   1.250074	
  0.899362   0.012671   1.499965	  1.000000   0.000000   1.500000	  1.000000   0.000000   1.250000	  0.899362   0.012671   1.249971	
  0.000000   0.000000   1.250000	  0.089665   0.037473   1.250009	  0.089665   0.037473   1.000008	  0.000000   0.000000   1.000000	
  0.089665   0.037473   1.250009	  0.190606   0.047309   1.249996	  0.190606   0.047309   0.999997	  0.089665   0.037473   1.000008	
  0.190606   0.047309   1.249996	  0.292015   0.049985   1.250001	  0.292015   0.049985   1.000001	  0.190606   0.047309   0.999997	
  0.292015   0.049985   1.250001	  0.393453   0.048553   1.249999	  0.393453   0.048553   0.999999	  0.292015   0.049985   1.000001	
  0.393453   0.048553   1.249999	  0.494812   0.044270   1.249997	  0.494812   0.044270   0.999998	  0.393453   0.048553   0.999999	
  0.494812   0.044270   1.249997	  0.596088   0.038293   1.250001	  0.596088   0.038293   1.000001	  0.494812   0.044270   0.999998	
  0.596088   0.038293   1.250001	  0.697232   0.030727   1.249970	  0.697232   0.030727   0.999977	  0.596088   0.038293   1.000001	
  0.697232   0.030727   1.249970	  0.798332   0.021997   1.250074	  0.798332   0.021997   1.000060	  0.697232   0.030727   0.999977	
  0.798332   0.021997   1.250074	  0.899362   0.012671   1.249971	  0.899362   0.012671   0.999977	  0.798332   0.021997   1.000060	
  0.899362   0.012671   1.249971	  1.000000   0.000000   1.250000	  1.000000   0.000000   1.000000	  0.899362   0.012671   0.999977	
  0.000000   0.000000   1.000000	  0.089665   0.037473   1.000008	  0.089665   0.037473   0.750006	  0.000000   0.000000   0.750000	
  0.089665   0.037473   1.000008	  0.190606   0.047309   0.999997	  0.190606   0.047309   0.749997	  0.089665   0.037473   0.750006	
  0.190606   0.047309   0.999997	  0.292015   0.049985   1.000001	  0.292015   0.049985   0.750001	  0.190606   0.047309   0.749997	
  0.292015   0.049985   1.000001	  0.393453   0.048553   0.999999	  0.393453   0.048553   0.749999	  0.292015   0.049985   0.750001	
  0.393453   0.048553   0.999999	  0.494812   0.044270   0.999998	  0.494812   0.044270   0.749998	  0.393453   0.048553   0.749999	
  0.494812   0.044270   0.999998	  0.596088   0.038293   1.000001	  0.596088   0.038293   0.750001	  0.494812   0.044270   0.749998	
  0.596088   0.038293   1.000001	  0.697232   0.030727   0.999977	  0.697232   0.030727   0.749982	  0.596088   0.038293   0.750001	
  0.697232   0.030727   0.999977	  0.798332   0.021997   1.000060	  0.798332   0.021997   0.750044	  0.697232   0.030727   0.749982	
  0.798332   0.021997   1.000060	  0.899362   0.012671   0.999977	  0.899362   0.012671   0.749983	  0.798332   0.021997   0.750044	
  0.899362   0.012671   0.999977	  1.000000   0.000000   1.000000	  1.000000   0.000000   0.750000	  0.899362   0.012671   0.749983	
  0.000000   0.000000   0.750000	  0.089665   0.037473   0.750006	  0.089665   0.037473   0.500003	  0.000000   0.000000   0.500000	
  0.089665   0.037473   0.750006	  0.190606   0.047309   0.749997	  0.190606   0.047309   0.499998	  0.089665   0.037473   0.500003	
  0.190606   0.047309   0.749997	  0.292015   0.049985   0.750001	  0.292015   0.049985   0.500000	  0.190606   0.047309   0.499998	
  0.292015   0.049985   0.750001	  0.393453   0.048553   0.749999	  0.393453   0.048553   0.499999	  0.292015   0.049985   0.500000	
  0.393453   0.048553   0.749999	  0.494812   0.044270   0.749998	  0.494812   0.044270   0.499998	  0.393453   0.048553   0.499999	
  0.494812   0.044270   0.749998	  0.596088   0.038293   0.750001	  0.596088   0.038293   0.500000	  0.494812   0.044270   0.499998	
  0.596088   0.038293   0.750001	  0.697232   0.030727   0.749982	  0.697232   0.030727   0.499988	  0.596088   0.038293   0.500000	
  0.697232   0.030727   0.749982	  0.798332   0.021997   0.750044	  0.798332   0.021997   0.500029	  0.697232   0.030727   0.499988	
  0.798332   0.021997   0.750044	  0.899362   0.012671   0.749983	  0.899362   0.012671   0.499988	  0.798332   0.021997   0.500029	
  0.899362   0.012671   0.749983	  1.000000   0.000000   0.750000	  1.000000   0.000000   0.500000	  0.899362   0.012671   0.499988	
  0.000000   0.000000   0.500000	  0.089665   0.037473   0.500003	  0.089665   0.037473   0.250002	  0.000000   0.000000   0.250000	
  0.089665   0.037473   0.500003	  0.190606   0.047309   0.499998	  0.190606   0.047309   0.249999	  0.089665   0.037473   0.250002	
  0.190606   0.047309   0.499998	  0.292015   0.049985   0.500000	  0.292015   0.049985   0.250000	  0.190606   0.047309   0.249999	
  0.292015   0.049985   0.500000	  0.393453   0.048553   0.499999	  0.393453   0.048553   0.249999	  0.292015   0.049985   0.250000	
  0.393453   0.048553   0.499999	  0.494812   0.044270   0.499998	  0.494812   0.044270   0.249999	  0.393453   0.048553   0.249999	
  0.494812   0.044270   0.499998	  0.596088   0.038293   0.500000	  0.596088   0.038293   0.250000	  0.494812   0.044270   0.249999	
  0.596088   0.038293   0.500000	  0.697232   0.030727   0.499988	  0.697232   0.030727   0.249994	  0.596088   0.038293   0.250000	
  0.697232   0.030727   0.499988	  0.798332   0.021997   0.500029	  0.798332   0.021997   0.250015	  0.697232   0.030727   0.249994	
  0.798332   0.021997   0.500029	  0.899362   0.012671   0.499988	  0.899362   0.012671   0.249994	  0.798332   0.021997   0.250015	
  0.899362   0.012671   0.499988	  1.000000   0.000000   0.500000	  1.000000   0.000000   0.250000	  0.899362   0.012671   0.249994	
  0.000000   0.000000   0.250000	  0.089665   0.037473   0.250002	  0.089665   0.037473   0.000000	  0.000000   0.000000   0.000000	
  0.089665   0.037473   0.250002	  0.190606   0.047309   0.249999	  0.190606   0.047309   0.000000	  0.089665   0.037473   0.000000	
  0.190606   0.047309   0.249999	  0.292015   0.049985   0.250000	  0.292015   0.049985   0.000000	  0.190606   0.047309   0.000000	
  0.292015   0.049985   0.250000	  0.393453   0.048553   0.249999	  0.393453   0.048553   0.000000	  0.292015   0.049985   0.000000	
  0.393453   0.048553   0.249999	  0.494812   0.044270   0.249999	  0.494812   0.044270   0.000000	  0.393453   0.048553   0.000000	
  0.494812   0.044270   0.249999	  0.596088   0.038293   0.250000	  0.596088   0.038293   0.000000	  0.494812   0.044270   0.000000	
  0.596088   0.038293   0.250000	  0.697232   0.030727   0.249994	  0.697232   0.030727   0.000000	  0.596088   0.038293   0.000000	
  0.697232   0.030727   0.249994	  0.798332   0.021997   0.250015	  0.798332   0.021997   0.000000	  0.697232   0.030727   0.000000	
  0.798332   0.021997   0.250015	  0.899362   0.012671   0.249994	  0.899362   0.012671   0.000000	  0.798332   0.021997   0.000000	
  0.899362   0.012671   0.249994	  1.000000   0.000000   0.250000	  1.000000   0.000000   0.000000	  0.899362   0.012671   0.000000	
  0.000000   0.000000   0.000000	  0.089665   -0.037473   0.000000	  0.089665   -0.037473   0.250002	  0.000000   0.000000   0.250000	
  0.089665   -0.037473   0.000000	  0.190606   -0.047309   0.000000	  0.190606   -0.047309   0.249999	  0.089665   -0.037473   0.250002	
  0.190606   -0.047309   0.000000	  0.292015   -0.049985   0.000000	  0.292015   -0.049985   0.250000	  0.190606   -0.047309   0.249999	
  0.292015   -0.049985   0.000000	  0.393453   -0.048553   0.000000	  0.393453   -0.048553   0.249999	  0.292015   -0.049985   0.250000	
  0.393453   -0.048553   0.000000	  0.494812   -0.044270   0.000000	  0.494812   -0.044270   0.249999	  0.393453   -0.048553   0.249999	
  0.494812   -0.044270   0.000000	  0.596088   -0.038293   0.000000	  0.596088   -0.038293   0.250000	  0.494812   -0.044270   0.249999	
  0.596088   -0.038293   0.000000	  0.697232   -0.030727   0.000000	  0.697232   -0.030727   0.249994	  0.596088   -0.038293   0.250000	
  0.697232   -0.030727   0.000000	  0.798332   -0.021997   0.000000	  0.798332   -0.021997   0.250015	  0.697232   -0.030727   0.249994	
  0.798332   -0.021997   0.000000	  0.899362   -0.012671   0.000000	  0.899362   -0.012671   0.249994	  0.798332   -0.021997   0.250015	
  0.899362   -0.012671   0.000000	  1.000000   0.000000   0.000000	  1.000000   0.000000   0.250000	  0.899362   -0.012671   0.249994	
  0.000000   0.000000   0.250000	  0.089665   -0.037473   0.250002	  0.089665   -0.037473   0.500004	  0.000000   0.000000   0.500000	
  0.089665   -0.037473   0.250002	  0.190606   -0.047309   0.249999	  0.190606   -0.047309   0.499998	  0.089665   -0.037473   0.500004	
  0.190606   -0.047309   0.249999	  0.292015   -0.049985   0.250000	  0.292015   -0.049985   0.500001	  0.190606   -0.047309   0.499998	
  0.292015   -0.049985   0.250000	  0.393453   -0.048553   0.249999	  0.393453   -0.048553   0.500000	  0.292015   -0.049985   0.500001	
